@RELATION FEATURES

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE Pre-featuretime NUMERIC
@ATTRIBUTE vars-clauses-ratio NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-CLAUSE-entropy NUMERIC
@ATTRIBUTE VCG-CLAUSE-mean NUMERIC
@ATTRIBUTE VCG-CLAUSE-coeff-variation NUMERIC
@ATTRIBUTE VCG-CLAUSE-min NUMERIC
@ATTRIBUTE VCG-CLAUSE-max NUMERIC
@ATTRIBUTE VCG-CLAUSE-entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARY+ NUMERIC
@ATTRIBUTE TRINARY+ NUMERIC
@ATTRIBUTE Basic-featuretime NUMERIC
@ATTRIBUTE VCG-VAR-mean NUMERIC
@ATTRIBUTE VCG-VAR-coeff-variation NUMERIC
@ATTRIBUTE VCG-VAR-min NUMERIC
@ATTRIBUTE VCG-VAR-max NUMERIC
@ATTRIBUTE VCG-VAR-entropy NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-mean NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-stdev NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-min NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-max NUMERIC
@ATTRIBUTE POSNEG-RATIO-VAR-entropy NUMERIC
@ATTRIBUTE HORNY-VAR-mean NUMERIC
@ATTRIBUTE HORNY-VAR-coeff-variation NUMERIC
@ATTRIBUTE HORNY-VAR-min NUMERIC
@ATTRIBUTE HORNY-VAR-max NUMERIC
@ATTRIBUTE HORNY-VAR-entropy NUMERIC
@ATTRIBUTE horn-clauses-fraction NUMERIC
@ATTRIBUTE VG-mean NUMERIC
@ATTRIBUTE VG-coeff-variation NUMERIC
@ATTRIBUTE VG-min NUMERIC
@ATTRIBUTE VG-max NUMERIC
@ATTRIBUTE KLB-featuretime NUMERIC
@ATTRIBUTE CG-mean NUMERIC
@ATTRIBUTE CG-coeff-variation NUMERIC
@ATTRIBUTE CG-min NUMERIC
@ATTRIBUTE CG-max NUMERIC
@ATTRIBUTE CG-entropy NUMERIC
@ATTRIBUTE cluster-coeff-mean NUMERIC
@ATTRIBUTE cluster-coeff-coeff-variation NUMERIC
@ATTRIBUTE cluster-coeff-min NUMERIC
@ATTRIBUTE cluster-coeff-max NUMERIC
@ATTRIBUTE cluster-coeff-entropy NUMERIC
@ATTRIBUTE CG-featuretime NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC
@ATTRIBUTE gnn_16 NUMERIC
@ATTRIBUTE gnn_17 NUMERIC
@ATTRIBUTE gnn_18 NUMERIC
@ATTRIBUTE gnn_19 NUMERIC
@ATTRIBUTE gnn_20 NUMERIC
@ATTRIBUTE gnn_21 NUMERIC
@ATTRIBUTE gnn_22 NUMERIC
@ATTRIBUTE gnn_23 NUMERIC
@ATTRIBUTE gnn_24 NUMERIC
@ATTRIBUTE gnn_25 NUMERIC
@ATTRIBUTE gnn_26 NUMERIC
@ATTRIBUTE gnn_27 NUMERIC
@ATTRIBUTE gnn_28 NUMERIC
@ATTRIBUTE gnn_29 NUMERIC
@ATTRIBUTE gnn_30 NUMERIC
@ATTRIBUTE gnn_31 NUMERIC
@ATTRIBUTE gnn_32 NUMERIC
@ATTRIBUTE gnn_33 NUMERIC
@ATTRIBUTE gnn_34 NUMERIC
@ATTRIBUTE gnn_35 NUMERIC
@ATTRIBUTE gnn_36 NUMERIC
@ATTRIBUTE gnn_37 NUMERIC
@ATTRIBUTE gnn_38 NUMERIC
@ATTRIBUTE gnn_39 NUMERIC
@ATTRIBUTE gnn_40 NUMERIC
@ATTRIBUTE gnn_41 NUMERIC
@ATTRIBUTE gnn_42 NUMERIC
@ATTRIBUTE gnn_43 NUMERIC
@ATTRIBUTE gnn_44 NUMERIC
@ATTRIBUTE gnn_45 NUMERIC
@ATTRIBUTE gnn_46 NUMERIC
@ATTRIBUTE gnn_47 NUMERIC
@ATTRIBUTE gnn_48 NUMERIC
@ATTRIBUTE gnn_49 NUMERIC
@ATTRIBUTE gnn_50 NUMERIC
@ATTRIBUTE gnn_51 NUMERIC
@ATTRIBUTE gnn_52 NUMERIC
@ATTRIBUTE gnn_53 NUMERIC
@ATTRIBUTE gnn_54 NUMERIC
@ATTRIBUTE gnn_55 NUMERIC
@ATTRIBUTE gnn_56 NUMERIC
@ATTRIBUTE gnn_57 NUMERIC
@ATTRIBUTE gnn_58 NUMERIC
@ATTRIBUTE gnn_59 NUMERIC
@ATTRIBUTE gnn_60 NUMERIC
@ATTRIBUTE gnn_61 NUMERIC
@ATTRIBUTE gnn_62 NUMERIC
@ATTRIBUTE gnn_63 NUMERIC

@DATA
mrpp_4x4#10_9.cnf,1.0,1976.0,12310.0,859.0,8333.0,1.300349243,0.47725909,0.02,0.103084123,0.40600424,0.74011811,0.0,1.0,1.800836821,0.004469096,0.243872672,0.002328289,0.006984866,1.323489303,0.0,0.05424217,0.400216009,-0.0,0.004469096,0.62718422,0.000840034,0.010560422,3.549645307,0.269432015,0.159031836,0.0,0.724137931,3.627424372,0.001214298,0.454970041,0.00024001,0.002640106,2.659109083,0.340093604,0.004091339,0.346468524,0.000600024,0.006840274,-0.0,0.008116806,0.429426471,0.000360014,0.019440778,4.557499593,0.363622642,0.302910199,0.07816092,0.888888889,3.667440242,1.12,-0.5663532,-0.25817332,66.526146,-0.53939754,116.48404,-0.008903941,-0.7324918,85.15087,25.593283,35.678574,-0.37995487,-0.5278041,13.734198,-0.4228406,-0.24216244,52.78616,21.003021,-0.37168396,-0.32202643,13.163777,63.07934,-0.6338707,-0.12234453,109.00215,45.65998,8.294369,-1.3520709,53.011528,53.57347,3.1856315,-0.7862406,51.069843,72.24183,83.17443,-0.05577391,-0.6432948,-0.54915816,60.31437,-0.6042814,-0.54824156,-1.2483599,25.80828,12.441755,6.5113626,-0.6793585,-0.9251043,76.55094,28.773643,3.8453908,-0.47238067,-1.0189606,-0.027866181,2.5573514,-0.50485677,-0.3456709,-0.12123796,82.35361,32.852825,58.279697,122.86237,55.329597,-0.64619297,151.7601,82.45329
mrpp_6x6#18_9.cnf,1.0,4736.0,37504.0,2131.0,23816.0,1.222430784,0.574739671,0.1,0.089477662,0.39172965,0.749178212,0.0,1.0,1.807004593,0.001823814,0.242912906,0.000938527,0.00281558,1.335575528,0.0,0.05290561,0.375797783,-0.0,0.001823814,0.636625132,0.00029392,0.004450789,3.978845967,0.262752936,0.16310607,0.0,0.782178218,3.830032827,0.000470741,0.450995135,8.3977e-05,0.001049714,2.688769556,0.324277796,0.001657199,0.341071415,0.000209943,0.002855223,0.02,0.003323871,0.426780259,0.000167954,0.008355727,4.778254216,0.360368573,0.311859362,0.045068027,0.733333333,3.66354816,4.4,-2.4592857,-0.4583656,273.117,-2.0775259,411.671,27.290064,-3.865383,412.27615,79.91242,94.20893,-1.6060396,-2.3442593,86.77378,-1.6341057,-0.38502184,150.23787,111.58608,-2.325449,-0.5996388,79.62542,250.29666,-1.9778492,-0.23687166,329.3481,213.06808,-0.54545796,-5.802506,237.38373,223.90288,4.324443,-2.5293157,294.57794,262.4242,261.60098,-1.0858467,-2.660719,-3.045936,248.5514,-1.7808328,-1.5740161,-5.1812444,74.92029,12.489012,-0.4389346,-2.9831176,-4.35372,296.75253,33.83997,-0.14790034,-1.7910104,-3.4160922,36.754818,66.1448,-2.0629363,-1.8116531,-0.2563215,282.68436,88.013016,325.89026,441.13394,196.00064,-1.76991,577.54584,344.5308
mrpp_8x8#24_24.cnf,1.0,22022.0,170032.0,10858.0,126493.0,1.028181986,0.344200865,0.72,0.085838742,0.397635442,0.738950513,0.0,1.0,1.83602351,0.000368769,0.237017923,0.000184196,0.000552588,1.335204942,0.0,0.033472208,0.338753923,0.0,0.000368769,0.618336694,4.7433e-05,0.000845897,3.823428545,0.279343689,0.169890018,0.0,0.782178218,3.698351804,9.1074e-05,0.500002292,1.5811e-05,0.000245073,2.705833009,0.313108235,0.000347171,0.295490224,3.9528e-05,0.000545485,0.2,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,-10.243767,-4.8875,791.71027,-11.545682,2145.081,185.40184,-17.077044,1538.036,624.7255,823.06714,-9.857889,-11.756846,11.038458,-9.783908,-6.61773,1096.9385,188.01222,-10.132463,-7.768777,139.12097,1161.3263,-12.215211,-4.711343,2319.796,943.4271,64.72935,-30.270226,1244.5553,1176.8845,75.35617,-15.555148,1327.1602,1679.5887,1700.4186,-0.59590155,-11.763251,-15.140661,1050.2295,-14.725343,-10.677806,-23.315075,497.18994,163.13402,381.36475,-17.101246,-16.977844,1326.4556,382.2654,-0.33488467,-8.631485,-20.312458,92.50056,-0.70431435,-11.589182,-7.140146,-1.7787768,1697.3871,955.7178,1455.158,2572.8115,1127.6528,-16.692875,3139.7644,1936.858
velev-vliw-uns-2.0-uq5.cnf,1.0,151669.0,2465731.0,120317.0,2391111.0,0.260578306,0.031207251,9.98,0.05031845,0.762961842,0.530553415,0.0,1.0,1.025373066,2.5681e-05,2.068014959,1.6623e-05,0.001130347,0.612882247,0.0,0.902946789,0.934163659,0.24,2.5681e-05,5.770331044,2.091e-06,0.017327928,4.437996351,0.342981426,0.263624964,0.0,1.0,4.231260909,1.561e-05,5.220324441,4.18e-07,0.009183597,4.139163279,0.926614448,4.7095e-05,3.934331313,2.091e-06,0.017232575,19.64,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.48,109059640000.0,-15064055000.0,603079100000.0,-3157406500.0,2245870000000.0,559461430000.0,-6176170000.0,145687700000.0,1670218100000.0,1822227200000.0,116053900000.0,-8924585000.0,-13098274000.0,302025150000.0,-24656587000.0,2194519500000.0,-655109300.0,-6547889700.0,-6089552400.0,-16101758000.0,311758100000.0,-13213978000.0,-14981485000.0,5259957000000.0,-8008750000.0,161093810000.0,-28862525000.0,1900077600000.0,2097221700000.0,-6774311000.0,-20615630000.0,-2872545300.0,2613697000000.0,3435233500000.0,1891656800000.0,15498936000.0,-22838050000.0,-1593519700.0,-43840340000.0,-17400326000.0,-24258570000.0,341714930000.0,1325454300000.0,1299908100000.0,-28480528000.0,-12743790000.0,723486500000.0,1717499000000.0,-898451700.0,-20520843000.0,-32992410000.0,135333940000.0,-7558539300.0,-17897988000.0,-4785791000.0,263398420000.0,2987362000000.0,1861076100000.0,1356474000000.0,3489145600000.0,578292940000.0,-14288842000.0,2789452500000.0,1203682800000.0
dimacs.cnf,1.0,2835.0,9747.0,1717.0,8037.0,0.651135702,0.212765957,0.0,0.213636929,0.546059308,0.618296453,0.0,1.0,0.901122681,0.001788757,0.266545025,0.001164822,0.019219569,0.362233449,0.0,0.020654473,0.937538883,0.0,0.001788757,1.132461591,0.001119821,0.017917133,1.526208285,0.088476576,0.04695304,0.0,0.5,1.458277352,0.000728865,0.732918605,0.000248849,0.005101406,1.351047598,0.421177056,0.001071196,1.090337737,0.000622123,0.008834142,0.0,0.005687023,0.782197349,0.000995396,0.022645266,3.348130929,0.202719122,0.591215201,0.046760711,0.638095238,3.063631992,0.46,29.64962,-2.5649767,24.08855,-1.4425286,261.027,74.142044,-1.7609174,39.11381,239.09673,157.03514,-1.5710871,-1.1972977,-1.393721,23.232183,-4.0825176,327.79456,33.611217,-0.43911165,-0.7325209,-1.9621624,22.247387,-2.236345,-1.5848957,728.0443,-1.3238208,69.86665,-4.1914363,316.9343,305.686,-1.3106707,-4.3563924,-0.5028568,276.74158,410.86926,315.36792,65.49091,-3.8708644,-1.4572608,-5.860512,-3.0542672,-4.6626034,71.08919,202.1967,61.024822,-4.606438,-1.314141,18.548328,322.5325,-0.0966627,-2.9102862,-4.9842157,-0.3001592,-0.5915131,-3.1031537,-1.4191015,70.291245,443.04807,282.26184,163.35054,640.2158,145.9633,-1.0639607,555.7585,231.2972
manthey_single-ordered-initialized-w32-b9.cnf,1.0,6480.0,50184.0,4039.0,40804.0,0.604357514,0.229879424,0.12,0.098985394,0.558540129,0.562742746,0.0,1.0,0.874527071,0.000904729,0.896710344,0.000495172,0.010151027,0.878141102,0.0,0.225590628,0.910572493,0.0,0.000904729,2.201928586,0.000220567,0.017547299,1.558943133,0.602921642,0.166874186,0.005235602,0.801324503,1.457674409,0.000428148,3.015933551,2.4507e-05,0.011959612,0.944133467,0.651627291,0.001000574,1.929662859,0.000245074,0.016861092,0.02,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,15340.289,-1439.4939,52999.066,-393.71066,218418.2,49419.89,-633.6546,9884.489,156884.38,176841.92,11770.695,-846.6621,-1227.2808,26638.549,-2418.649,209226.81,-111.97482,-656.377,-580.3203,-1600.7433,25883.531,-1240.6395,-1423.2468,508720.25,-695.9387,14030.887,-2846.9072,178501.47,201148.81,-668.6382,-1986.1584,-237.67435,261264.62,329399.84,182910.11,612.5544,-2180.8215,-137.03127,-4197.9644,-1662.2039,-2359.5166,34109.766,126802.625,130135.24,-2800.4136,-1222.4545,75998.09,156208.22,-46.868656,-1940.8014,-3208.1594,10522.441,-703.8343,-1747.6482,-541.91113,27123.938,295867.1,179035.97,137370.56,332829.38,56137.53,-1420.3555,269308.25,116403.63
SAT_dat.k90.debugged.cnf,1.0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-311503.62,-547361.6,-89184.14,-709748.3,20227816.0,-70434.72,-305263.38,22886722.0,49286450.0,13130804.0,-970967.5,-217116.16,-483948.47,-219156.8,-995700.6,75907570.0,519940.03,16801416.0,-279165.75,-337014.0,35255620.0,-791828.8,-322296.34,122987256.0,-316689.2,34648424.0,-964829.1,78260880.0,48552730.0,-381726.94,-1193067.0,2433276.0,25794332.0,67026176.0,47670084.0,3789355.0,-848065.25,-417435.12,-992354.2,-955234.56,-1034465.56,39232720.0,32725940.0,-273927.9,-846662.6,-297931.5,-353493.5,103648344.0,-270276.47,-722372.0,-974891.25,-222563.11,-134522.56,-262773.12,-225658.78,7089832.0,78844380.0,33549760.0,13554668.0,164220900.0,55007930.0,2466638.0,141638240.0,70757180.0
manthey_single-ordered-initialized-w24-b7.cnf,1.0,2940.0,21769.0,1582.0,16472.0,0.85840708,0.321576008,0.04,0.096041768,0.558542383,0.567120726,0.0,1.0,1.062122368,0.002307559,0.784488419,0.001264223,0.020859671,0.980284457,0.0,0.234458475,0.881981544,-0.0,0.002307559,1.765540345,0.000546382,0.02646916,1.855590301,0.576474116,0.196572437,0.002298851,0.801801802,1.872880181,0.00107845,2.295824213,6.0709e-05,0.016391452,1.270670075,0.64685527,0.00225913,1.571643991,0.000485673,0.022583779,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.02,2178.7756,-213.16855,7125.21,-49.261482,30971.049,7253.0254,-97.45921,857.2567,21528.836,24118.408,1395.0807,-121.65276,-171.67316,3856.783,-347.79657,30040.715,-15.62126,-92.51754,-81.31463,-232.76855,2815.211,-177.67369,-199.44736,73552.3,-100.87348,2123.5369,-406.04242,25191.576,28526.375,-95.764595,-290.37622,-38.535637,37255.37,46207.438,26362.883,868.12274,-319.14655,-28.4006,-598.01025,-245.17351,-339.4677,4460.0264,18270.363,18275.865,-406.11588,-171.04396,10702.236,22500.064,-6.169203,-273.67303,-462.54025,1458.7771,-98.00833,-252.61716,-83.15092,3708.1335,42323.97,25938.172,19589.031,47035.883,7786.0303,-200.2277,39017.86,17008.363
mrpp_8x8#24_14.cnf,1.0,12662.0,101072.0,5968.0,69687.0,1.121648794,0.450370944,0.38,0.085640076,0.39957333,0.74251978,0.0,1.0,1.829397094,0.000661001,0.245354222,0.000335121,0.001005362,1.358449834,0.0,0.048158193,0.361157748,-0.0,0.000661001,0.609626942,8.6099e-05,0.001535437,3.933902824,0.27253198,0.172514992,0.0,0.782178218,3.857732652,0.0001687,0.465250374,2.87e-05,0.000444846,2.698562388,0.324809505,0.00061401,0.314602951,7.1749e-05,0.000990142,0.06,0.001186132,0.410237254,4.305e-05,0.002855626,4.785679171,0.361219251,0.317934708,0.036236119,0.733333333,3.642629901,13.46,-5.196211,-2.8737743,406.597,-5.9664702,1136.9319,36.03191,-8.204317,719.0885,340.02612,475.6756,-5.3581786,-6.882187,-0.3753588,-4.988717,-3.7813597,635.6559,54.084095,-4.8732147,-3.9787586,87.834724,608.8457,-6.9494853,-2.454411,1290.6055,436.54984,85.717094,-15.688364,607.5329,643.3533,38.09833,-8.863312,697.0467,914.78394,973.9655,16.567804,-6.0316987,-7.9195275,540.5703,-7.805674,-6.1610556,-12.305305,258.97314,54.51644,275.27133,-8.696328,-8.865223,694.10815,272.17184,2.3002896,-4.6907535,-11.425018,-0.0034816442,-0.37636572,-6.5789733,-3.4149196,-0.7270678,971.2975,530.1341,701.64124,1408.2041,618.3404,-9.009323,1691.7614,1036.6049
58bits_10.dimacs.cnf,1.0,1103.0,24009.0,1103.0,24009.0,0.0,0.0,0.04,0.045941105,0.35765069,0.647303566,0.0,1.0,2.55449833,0.006017991,0.304963787,0.001813237,0.025385313,2.080382516,0.0,0.008371861,0.05885293,-0.0,0.006017991,0.969019803,0.000374859,0.041151235,5.155933102,0.080902851,0.10064599,0.0,0.857142857,2.954155584,0.000585758,0.530209854,0.000124953,0.001832646,3.20682952,0.125911117,0.001482143,0.40821508,0.000166604,0.003831896,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.06,-636.96454,-1165.1956,-13.201131,-1319.2239,44594.65,2961.4138,-845.94293,44686.492,106255.336,35191.664,-1914.0363,-374.59088,-1014.87976,-405.27402,-1842.2537,154024.72,26371.621,18962.264,-549.90314,-926.9049,81753.07,-1435.0648,-837.2573,248669.52,-354.89835,38267.582,-2028.0056,175307.97,101732.54,-719.31085,-2364.9956,10694.343,69996.37,128597.71,91471.1,-16.302189,-1928.3572,-646.9333,-2106.8794,-1851.916,-1991.5648,80581.88,75484.65,-453.09726,-1835.3398,-729.5152,-539.3979,183577.58,-418.01718,-1620.2786,-1968.5734,-299.62433,-187.98535,-624.5205,-581.13403,7632.2153,152841.11,82096.01,52369.86,341885.5,109086.625,6440.2607,264587.88,141006.06
mrpp_4x4#6_20.cnf,1.0,4188.0,22548.0,1846.0,17576.0,1.268689057,0.282885753,0.06,0.105029586,0.417796996,0.743734822,0.0,1.0,1.821028251,0.002116547,0.227661011,0.001083424,0.003250271,1.2810622,0.0,0.03373919,0.355655439,0.0,0.002116547,0.507980843,0.000625853,0.004096495,3.061081228,0.256039133,0.154075962,0.0,0.661971831,3.245325401,0.000545195,0.451314525,0.000113792,0.001137915,2.540163596,0.321461083,0.001897532,0.25469747,0.000568958,0.002674101,0.02,0.003606543,0.348593502,0.000341375,0.007453345,4.247104917,0.373599475,0.25334064,0.10591133,0.888888889,3.492617821,2.02,-0.7960854,-0.83602697,102.181496,-0.74372435,212.28171,-0.17533517,-0.6789263,71.23063,56.861126,65.22184,-0.737232,-0.9318589,6.8239045,-0.5335813,-1.0046127,130.93015,23.022713,-0.392281,-0.6739565,16.421543,97.78504,-1.3874425,-0.30091876,253.53264,39.30678,63.594772,-1.9029881,55.933975,115.40571,-0.021738235,-1.8856604,57.314125,141.52383,183.20308,51.538006,-0.76861197,-0.89197946,57.25753,-1.5414779,-1.4009732,-2.0511312,50.047768,27.395243,43.73837,-1.024568,-1.2528534,113.32939,102.201706,14.591886,-0.9395341,-2.3564372,-0.1272224,-0.010411365,-0.97760814,-0.3596951,0.22922812,174.39227,76.98965,43.550377,238.056,103.88947,-1.3010037,272.34036,131.51039
manthey_DimacsSorterHalf_36_0.cnf,1.0,4551.0,14683.0,2602.0,12671.0,0.749039201,0.158787783,0.04,0.205350801,0.286919575,1.179251365,0.0,1.0,1.382723407,0.001033093,0.439024126,0.00076864,0.007686395,1.101798732,0.0,0.581958804,0.859758504,-0.0,0.001033093,0.487661382,0.000552443,0.01491595,2.500116039,0.187077705,0.15109579,0.0,0.75,2.91046276,0.000667638,0.598939875,7.892e-05,0.011522374,2.205586039,0.759056112,0.000902155,0.448258769,0.000473522,0.008365559,-0.0,0.001322967,0.952888772,0.000394602,0.022886907,3.241067971,0.17936134,0.421523185,0.006872852,0.571428571,3.259879369,0.18,-0.045992956,-0.21648443,-0.9851843,-1.7935737,54.390884,16.8276,-1.6952783,112.6421,175.56075,75.57782,-2.4170148,-0.21839361,-0.5348749,-0.4761971,-2.7564256,138.49622,-0.15657645,12.957643,-0.5889195,-0.07987037,108.01352,-1.910613,-0.62803775,243.43257,-0.44905847,35.8585,-3.0880947,282.46652,29.60983,-0.64706206,-2.6680984,51.87391,134.18388,154.35208,146.26724,-0.8218499,-2.2986667,-0.6381131,-1.7269225,-1.8353764,-2.4213336,105.593704,109.02355,-1.5536782,-3.111101,-0.45608902,-0.9571013,156.92802,-1.2000498,-0.9378505,-2.3156545,-0.9097528,-0.92199177,-0.37637487,-1.358331,28.520508,151.67252,15.724108,45.647224,391.08145,104.96003,12.162354,337.04657,288.5259
UCG-20-10p1.cnf,1.0,259258.0,1388006.0,137954.0,956610.0,0.879307595,0.450963297,4.64,0.14421133,0.401103851,0.908762033,0.0,1.0,1.409646245,2.034e-05,0.437430454,1.4498e-05,7.2488e-05,1.092984276,0.0,0.514994616,0.869415958,0.1,2.034e-05,0.741123363,7.318e-06,7.3175e-05,3.09271213,0.225584476,0.148317084,0.0,0.84,2.943933302,1.1347e-05,0.845662616,3.136e-06,4.9132e-05,2.739699785,0.693324343,2.2157e-05,0.653288193,5.227e-06,8.1538e-05,24.64,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.04,4257.0493,-148.21709,-201.17015,-8.30017,43987.188,26389.11,-279.4952,11963.856,25999.195,19425.621,-147.87813,-76.90422,7795.125,7987.674,-666.6949,34203.63,-46.452522,-105.551315,-58.78004,20484.344,1242.4443,-371.60742,-46.029385,81697.03,-49.07171,-111.23281,-544.035,49218.402,15787.359,-188.20027,-437.15668,17796.758,62575.145,40788.17,32978.93,-402.2097,-423.3196,-148.76576,-562.56433,-306.48578,-216.83853,5245.88,30087.107,-52.44426,-711.8492,-184.63904,21095.766,14493.649,-187.12408,-221.0861,-697.135,6880.535,-170.1441,-146.35881,-80.29356,9727.081,25347.742,11628.451,18254.916,45798.918,1848.8752,-248.77248,60286.96,56821.266
manthey_single-ordered-initialized-w48-b9.cnf,1.0,13176.0,108264.0,8471.0,91820.0,0.555424389,0.179089523,0.28,0.092256589,0.54820663,0.567265372,0.0,1.0,0.849672053,0.000433508,0.908889688,0.0002361,0.00672884,0.847963853,0.0,0.213602701,0.90798301,-0.0,0.000433508,2.722218572,9.8018e-05,0.011979961,1.265232753,0.622681203,0.150500225,0.003484321,0.860465116,1.185597762,0.000207458,3.65356872,1.0891e-05,0.00810281,0.73412995,0.656991941,0.000482657,2.341988759,0.000108909,0.011500762,0.1,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.12,57934.664,-4770.7295,166921.86,-1492.537,704170.0,157791.67,-2371.7522,32141.52,507502.06,553816.2,22947.035,-2763.2085,-3903.748,72736.66,-7919.5225,666688.1,-355.87933,-2175.266,-1648.4403,-5348.948,68930.85,-4084.3237,-4589.6963,1640115.2,-2027.2699,35351.09,-9318.825,596071.3,657526.6,-2233.152,-6438.5205,-836.017,867388.5,1055912.5,588481.7,5240.656,-7133.613,-493.11902,-13698.475,-5475.797,-7694.738,110736.0,421598.3,420010.84,-9308.176,-4048.351,261985.98,487046.25,-128.05247,-6180.215,-10521.487,40495.223,-2266.6455,-5928.143,-1963.3064,102470.68,965638.7,591671.2,461901.25,1079363.2,181304.3,-4627.395,882987.3,382734.8
58bits_11.dimacs.cnf,1.0,1111.0,24120.0,1110.0,24115.0,0.000900901,0.00020734,0.04,0.046029442,0.357500852,0.648138894,0.0,1.0,2.552362851,0.005971761,0.305487277,0.001801802,0.025225225,2.079991251,0.0,0.008335061,0.059465063,-0.0,0.005971761,0.970275348,0.000373212,0.04097035,5.155928048,0.083446091,0.103146454,0.0,0.857142857,2.987258042,0.000587799,0.541052412,0.000124404,0.001824591,3.240845346,0.126933444,0.001474317,0.408032997,0.000165872,0.003815053,-0.0,-1.0,-0.0,-1.0,0.0,-512.0,-1.0,-0.0,-1.0,0.0,-0.0,20.06,-620.33997,-1162.4441,-22.498749,-1322.518,44111.637,3021.2498,-868.22125,43827.56,106688.875,35523.207,-1932.3544,-378.57953,-1002.69867,-396.65964,-1847.6263,153686.55,27481.736,19182.44,-541.85596,-930.01575,80220.27,-1436.7762,-845.182,248636.44,-355.0286,37184.418,-2049.109,176452.11,101068.92,-721.8578,-2381.4167,10837.827,70340.23,128130.734,91664.66,-16.998243,-1956.4935,-660.6119,-2099.4958,-1848.3804,-2000.7502,80161.06,77165.98,-477.59103,-1864.8008,-720.0149,-548.57056,184182.5,-428.03506,-1607.5022,-1962.3058,-286.8265,-184.42308,-631.43414,-602.05994,7679.7583,153528.72,81898.44,52983.64,343392.12,109752.53,7930.927,265746.47,143581.67
