@RELATION FEATURE_COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls-saps NUMERIC
@ATTRIBUTE ls-gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC

@DATA
instances/Sat_Data/circuit_fuzz/fuzz_100_650.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15796.cnf,1.0,0.0,0.0,1.98,0.08,2.26,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8910.cnf,1.0,0.0,0.0,1.98,0.14,2.12,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7467.cnf,1.0,0.0,0.0,0.88,0.08,2.14,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_736.cnf,1.0,0.0,0.0,1.98,0.1,2.08,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9906.cnf,1.0,0.0,0.0,1.96,0.1,2.14,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17150.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.68,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19720.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5968.cnf,1.0,0.02,0.0,1.32,0.24,2.08,2.26,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15200.cnf,1.0,0.0,0.0,1.98,0.14,2.18,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_224.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2022.cnf,1.0,0.0,0.0,1.98,0.08,2.26,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27728.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2393.cnf,1.0,0.0,0.0,1.5,0.1,2.14,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8091.cnf,1.0,0.0,0.0,1.96,0.22,2.12,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18832.cnf,1.0,0.02,0.0,1.98,0.28,2.1,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26201.cnf,1.0,0.0,0.0,1.98,0.22,2.12,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7219.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25045.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14633.cnf,1.0,0.0,0.0,1.98,0.04,2.28,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14264.cnf,1.0,0.02,0.0,1.98,0.42,2.08,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15445.cnf,1.0,0.0,0.0,1.92,0.06,2.22,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_411.cnf,1.0,0.0,0.0,0.32,0.06,2.18,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8522.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2308.cnf,1.0,0.0,0.0,1.32,0.1,2.18,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9399.cnf,1.0,0.0,0.0,1.98,0.18,2.1,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_6107.cnf,1.0,0.0,0.0,0.44,0.06,2.24,2.64,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8209.cnf,1.0,0.02,0.02,1.98,0.52,2.1,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8372.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30081.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9118.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1190.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8846.cnf,1.0,0.0,0.0,1.98,0.1,2.12,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_13148.cnf,1.0,0.0,0.0,1.98,0.2,2.12,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8610.cnf,1.0,0.0,0.0,1.96,0.1,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8255.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_12210.cnf,1.0,0.0,0.0,1.98,0.16,2.12,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_398.cnf,1.0,0.0,0.02,1.98,0.24,2.08,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19687.cnf,1.0,0.0,0.0,1.26,0.08,2.16,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19730.cnf,1.0,0.0,0.0,1.36,0.08,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17745.cnf,1.0,0.0,0.0,1.98,0.24,2.14,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1030.cnf,1.0,0.0,0.0,1.98,0.22,2.1,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22130.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26318.cnf,1.0,0.0,0.0,1.7,0.08,2.16,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7786.cnf,1.0,0.0,0.0,1.98,0.12,2.2,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_33.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.6,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_21049.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3987.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7008.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20571.cnf,1.0,0.0,0.0,1.98,0.18,2.14,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_32676.cnf,1.0,0.0,0.0,1.98,0.22,2.1,2.32,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_6339.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_269.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.6,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_222.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_356.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3676.cnf,1.0,0.0,0.0,1.98,0.06,2.26,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1620.cnf,1.0,0.02,0.0,1.98,0.36,2.12,2.3,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9358.cnf,1.0,0.0,0.0,1.22,0.16,2.1,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28753.cnf,1.0,0.02,0.0,1.98,0.38,2.08,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14452.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28747.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10577.cnf,1.0,0.0,0.0,1.98,0.2,2.14,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_21470.cnf,1.0,0.0,0.0,1.98,0.06,2.14,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30146.cnf,1.0,0.0,0.0,1.98,0.04,2.22,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30079.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29562.cnf,1.0,0.0,0.0,1.98,0.14,2.2,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28141.cnf,1.0,0.0,0.0,1.98,0.14,2.12,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_219.cnf,1.0,0.0,0.0,1.96,0.08,2.2,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31497.cnf,1.0,0.0,0.0,1.28,0.1,2.14,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_21025.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_20562.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_570.cnf,1.0,0.02,0.0,0.14,0.42,2.1,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26652.cnf,1.0,0.0,0.02,0.22,0.34,2.06,2.26,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_27055.cnf,1.0,0.0,0.0,1.98,0.04,2.26,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_23003.cnf,1.0,0.0,0.0,1.96,0.14,2.14,2.36,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_695.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_12729.cnf,1.0,0.04,0.0,0.14,0.62,2.12,2.2,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_523.cnf,1.0,0.0,0.0,1.98,0.1,2.12,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_9733.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5290.cnf,1.0,0.0,0.0,1.98,0.22,2.1,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22028.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_13410.cnf,1.0,0.0,0.0,1.68,0.06,2.18,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_595.cnf,1.0,0.0,0.0,1.98,0.04,2.22,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10987.cnf,1.0,0.02,0.0,0.22,0.46,2.04,2.24,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1322.cnf,1.0,0.0,0.0,1.96,0.08,2.18,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7973.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17777.cnf,1.0,0.0,0.0,1.06,0.24,2.12,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_21446.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_23431.cnf,1.0,0.0,0.0,1.98,0.2,2.16,2.36,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4243.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_956.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16167.cnf,1.0,0.02,0.0,1.98,0.42,2.1,2.26,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_115.cnf,1.0,0.0,0.0,1.68,0.1,2.14,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4111.cnf,1.0,0.0,0.0,1.98,0.08,2.18,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16551.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19549.cnf,1.0,0.02,0.0,0.48,0.26,2.08,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18331.cnf,1.0,0.0,0.0,1.98,0.12,2.12,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_26869.cnf,1.0,0.0,0.0,1.88,0.04,2.24,2.64,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19612.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_11587.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17835.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_78.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31943.cnf,1.0,0.0,0.0,1.98,0.08,2.24,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24205.cnf,1.0,0.0,0.0,1.04,0.14,2.12,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30344.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5259.cnf,1.0,0.0,0.0,1.36,0.06,2.16,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18283.cnf,1.0,0.0,0.0,1.98,0.04,2.28,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2820.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15665.cnf,1.0,0.04,0.0,0.1,0.7,2.08,2.2,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3725.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22328.cnf,1.0,0.0,0.0,1.96,0.1,2.14,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3712.cnf,1.0,0.02,0.0,1.98,0.38,2.08,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29197.cnf,1.0,0.0,0.0,1.86,0.16,2.16,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15380.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_4444.cnf,1.0,0.0,0.0,1.82,0.06,2.2,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28085.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25064.cnf,1.0,0.0,0.0,1.98,0.12,2.2,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18544.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_3216.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18896.cnf,1.0,0.0,0.0,1.98,0.18,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25509.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_6939.cnf,1.0,0.0,0.0,1.98,0.14,2.18,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_11224.cnf,1.0,0.0,0.0,1.2,0.08,2.22,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_818.cnf,1.0,0.0,0.0,1.98,0.04,2.22,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_23138.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15771.cnf,1.0,0.0,0.0,0.72,0.06,2.2,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19284.cnf,1.0,0.0,0.0,1.98,0.14,2.16,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_12082.cnf,1.0,0.0,0.0,1.98,0.12,2.22,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_689.cnf,1.0,0.0,0.0,1.98,0.1,2.14,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17975.cnf,1.0,0.0,0.0,1.98,0.06,2.18,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_111.cnf,1.0,0.02,0.0,0.06,0.32,2.08,2.3,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7015.cnf,1.0,0.0,0.0,0.44,0.06,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17588.cnf,1.0,0.0,0.0,1.98,0.1,2.12,2.48,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_643.cnf,1.0,0.0,0.0,1.98,0.2,2.14,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_17817.cnf,1.0,0.0,0.0,1.98,0.04,2.24,2.6,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_6348.cnf,1.0,0.0,0.0,1.98,0.08,2.2,2.54,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2909.cnf,1.0,0.02,0.0,1.98,0.36,2.04,2.26,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_208.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29217.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19666.cnf,1.0,0.0,0.0,1.26,0.06,2.2,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29862.cnf,1.0,0.0,0.0,1.98,0.18,2.08,2.42,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14069.cnf,1.0,0.02,0.0,1.98,0.26,2.08,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_10825.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15367.cnf,1.0,0.0,0.0,1.98,0.06,2.2,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_32648.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_29622.cnf,1.0,0.0,0.0,1.98,0.06,2.24,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_609.cnf,1.0,0.0,0.0,1.98,0.06,2.22,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_1936.cnf,1.0,0.0,0.0,1.98,0.16,2.14,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_7674.cnf,1.0,0.0,0.0,1.98,0.1,2.2,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18622.cnf,1.0,0.0,0.0,1.98,0.06,2.16,2.62,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8769.cnf,1.0,0.0,0.0,1.98,0.18,2.16,2.34,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_827.cnf,1.0,0.06,0.02,0.4,1.04,2.08,2.2,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15908.cnf,1.0,0.0,0.0,1.98,0.1,2.12,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2156.cnf,1.0,0.0,0.0,1.98,0.08,2.16,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_32080.cnf,1.0,0.0,0.0,1.98,0.1,2.16,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_6758.cnf,1.0,0.0,0.0,1.58,0.08,2.12,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_30181.cnf,1.0,0.06,0.0,0.84,0.88,2.06,2.22,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_778.cnf,1.0,0.02,0.0,1.88,0.4,2.04,2.26,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_31574.cnf,1.0,0.0,0.0,0.92,0.04,2.26,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_707.cnf,1.0,0.0,0.0,1.98,0.2,2.12,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25094.cnf,1.0,0.0,0.0,1.98,0.16,2.16,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_8583.cnf,1.0,0.0,0.0,1.98,0.08,2.3,2.4,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_14272.cnf,1.0,0.0,0.0,1.96,0.06,2.2,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_19320.cnf,1.0,0.0,0.0,1.98,0.1,2.12,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28180.cnf,1.0,0.0,0.0,0.5,0.08,2.18,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_5232.cnf,1.0,0.0,0.0,1.98,0.14,2.12,2.44,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_2846.cnf,1.0,0.0,0.0,1.98,0.04,2.28,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_18541.cnf,1.0,0.0,0.0,1.98,0.08,2.14,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16353.cnf,1.0,0.0,0.0,0.94,0.04,2.24,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_28405.cnf,1.0,0.0,0.0,1.98,0.12,2.16,2.5,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22171.cnf,1.0,0.02,0.02,0.44,0.5,2.1,2.22,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_25286.cnf,1.0,0.0,0.0,1.98,0.12,2.18,2.52,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_22184.cnf,1.0,0.0,0.0,1.98,0.14,2.18,2.38,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_232.cnf,1.0,0.0,0.0,1.98,0.04,2.32,2.58,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_13610.cnf,1.0,0.0,0.0,1.98,0.14,2.14,2.46,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_15104.cnf,1.0,0.02,0.02,0.52,0.4,2.08,2.28,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_24900.cnf,1.0,0.0,0.0,1.98,0.08,2.22,2.56,2.0
instances/Sat_Data/circuit_fuzz/fuzz_100_16903.cnf,1.0,0.0,0.0,1.98,0.1,2.18,2.42,2.02
instances/Sat_Data/circuit_fuzz/fuzz_100_24739.cnf,1.0,0.0,0.0,1.98,0.12,2.14,2.58,2.0
