@RELATION FEATURE_VALUES-SAT11-RANDOM

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE nvarsOrig NUMERIC
@ATTRIBUTE nclausesOrig NUMERIC
@ATTRIBUTE nvars NUMERIC
@ATTRIBUTE nclauses NUMERIC
@ATTRIBUTE reducedVars NUMERIC
@ATTRIBUTE reducedClauses NUMERIC
@ATTRIBUTE vars_clauses_ratio NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_CLAUSE_entropy NUMERIC
@ATTRIBUTE VCG_CLAUSE_mean NUMERIC
@ATTRIBUTE VCG_CLAUSE_coeff_variation NUMERIC
@ATTRIBUTE VCG_CLAUSE_min NUMERIC
@ATTRIBUTE VCG_CLAUSE_max NUMERIC
@ATTRIBUTE VCG_CLAUSE_entropy NUMERIC
@ATTRIBUTE UNARY NUMERIC
@ATTRIBUTE BINARYp NUMERIC
@ATTRIBUTE TRINARYp NUMERIC
@ATTRIBUTE VCG_VAR_mean NUMERIC
@ATTRIBUTE VCG_VAR_coeff_variation NUMERIC
@ATTRIBUTE VCG_VAR_min NUMERIC
@ATTRIBUTE VCG_VAR_max NUMERIC
@ATTRIBUTE VCG_VAR_entropy NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_mean NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_stdev NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_min NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_max NUMERIC
@ATTRIBUTE POSNEG_RATIO_VAR_entropy NUMERIC
@ATTRIBUTE HORNY_VAR_mean NUMERIC
@ATTRIBUTE HORNY_VAR_coeff_variation NUMERIC
@ATTRIBUTE HORNY_VAR_min NUMERIC
@ATTRIBUTE HORNY_VAR_max NUMERIC
@ATTRIBUTE HORNY_VAR_entropy NUMERIC
@ATTRIBUTE horn_clauses_fraction NUMERIC
@ATTRIBUTE VG_mean NUMERIC
@ATTRIBUTE VG_coeff_variation NUMERIC
@ATTRIBUTE VG_min NUMERIC
@ATTRIBUTE VG_max NUMERIC
@ATTRIBUTE CG_mean NUMERIC
@ATTRIBUTE CG_coeff_variation NUMERIC
@ATTRIBUTE CG_min NUMERIC
@ATTRIBUTE CG_max NUMERIC
@ATTRIBUTE CG_entropy NUMERIC
@ATTRIBUTE cluster_coeff_mean NUMERIC
@ATTRIBUTE cluster_coeff_coeff_variation NUMERIC
@ATTRIBUTE cluster_coeff_min NUMERIC
@ATTRIBUTE cluster_coeff_max NUMERIC
@ATTRIBUTE cluster_coeff_entropy NUMERIC
@ATTRIBUTE DIAMETER_mean NUMERIC
@ATTRIBUTE DIAMETER_coeff_variation NUMERIC
@ATTRIBUTE DIAMETER_min NUMERIC
@ATTRIBUTE DIAMETER_max NUMERIC
@ATTRIBUTE DIAMETER_entropy NUMERIC
@ATTRIBUTE cl_num_mean NUMERIC
@ATTRIBUTE cl_num_coeff_variation NUMERIC
@ATTRIBUTE cl_num_min NUMERIC
@ATTRIBUTE cl_num_max NUMERIC
@ATTRIBUTE cl_num_q90 NUMERIC
@ATTRIBUTE cl_num_q10 NUMERIC
@ATTRIBUTE cl_num_q75 NUMERIC
@ATTRIBUTE cl_num_q25 NUMERIC
@ATTRIBUTE cl_num_q50 NUMERIC
@ATTRIBUTE cl_size_mean NUMERIC
@ATTRIBUTE cl_size_coeff_variation NUMERIC
@ATTRIBUTE cl_size_min NUMERIC
@ATTRIBUTE cl_size_max NUMERIC
@ATTRIBUTE cl_size_q90 NUMERIC
@ATTRIBUTE cl_size_q10 NUMERIC
@ATTRIBUTE cl_size_q75 NUMERIC
@ATTRIBUTE cl_size_q25 NUMERIC
@ATTRIBUTE cl_size_q50 NUMERIC
@ATTRIBUTE SP_bias_mean NUMERIC
@ATTRIBUTE SP_bias_coeff_variation NUMERIC
@ATTRIBUTE SP_bias_min NUMERIC
@ATTRIBUTE SP_bias_max NUMERIC
@ATTRIBUTE SP_bias_q90 NUMERIC
@ATTRIBUTE SP_bias_q10 NUMERIC
@ATTRIBUTE SP_bias_q75 NUMERIC
@ATTRIBUTE SP_bias_q25 NUMERIC
@ATTRIBUTE SP_bias_q50 NUMERIC
@ATTRIBUTE SP_unconstraint_mean NUMERIC
@ATTRIBUTE SP_unconstraint_coeff_variation NUMERIC
@ATTRIBUTE SP_unconstraint_min NUMERIC
@ATTRIBUTE SP_unconstraint_max NUMERIC
@ATTRIBUTE SP_unconstraint_q90 NUMERIC
@ATTRIBUTE SP_unconstraint_q10 NUMERIC
@ATTRIBUTE SP_unconstraint_q75 NUMERIC
@ATTRIBUTE SP_unconstraint_q25 NUMERIC
@ATTRIBUTE SP_unconstraint_q50 NUMERIC
@ATTRIBUTE saps_BestSolution_Mean NUMERIC
@ATTRIBUTE saps_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE saps_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE saps_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE saps_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE gsat_BestSolution_Mean NUMERIC
@ATTRIBUTE gsat_BestSolution_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Median NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q10 NUMERIC
@ATTRIBUTE gsat_FirstLocalMinStep_Q90 NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_Mean NUMERIC
@ATTRIBUTE gsat_BestAvgImprovement_CoeffVariance NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_Mean NUMERIC
@ATTRIBUTE gsat_FirstLocalMinRatio_CoeffVariance NUMERIC
@ATTRIBUTE lobjois_mean_depth_over_vars NUMERIC
@ATTRIBUTE lobjois_log_num_nodes_over_vars NUMERIC
@ATTRIBUTE gnn_0 NUMERIC
@ATTRIBUTE gnn_1 NUMERIC
@ATTRIBUTE gnn_2 NUMERIC
@ATTRIBUTE gnn_3 NUMERIC
@ATTRIBUTE gnn_4 NUMERIC
@ATTRIBUTE gnn_5 NUMERIC
@ATTRIBUTE gnn_6 NUMERIC
@ATTRIBUTE gnn_7 NUMERIC
@ATTRIBUTE gnn_8 NUMERIC
@ATTRIBUTE gnn_9 NUMERIC
@ATTRIBUTE gnn_10 NUMERIC
@ATTRIBUTE gnn_11 NUMERIC
@ATTRIBUTE gnn_12 NUMERIC
@ATTRIBUTE gnn_13 NUMERIC
@ATTRIBUTE gnn_14 NUMERIC
@ATTRIBUTE gnn_15 NUMERIC

@DATA
SAT11/random/medium/unif-k3-r4.26-v450-c1917-S1617626827-069.SATISFIABLE.cnf,1.0,450.0,1917.0,441.0,1908.0,0.0204,0.0047,0.2311,0.503,0.5892,0.0,1.0,0.7246,0.0069,0.0625,0.0068,0.0113,0.1533,0.0,0.0,0.9659,0.0069,0.2808,0.0026,0.0157,2.6604,0.2301,0.1694,0.0,1.0,3.3313,0.0032,0.3966,0.0005,0.0079,2.2778,0.4748,0.0136,0.2776,0.0052,0.0309,0.0104,0.2447,0.0037,0.0231,2.9549,0.108,0.2379,0.0526,0.25,2.2899,4.0,0.0,4.0,4.0,0.0,3902.1429,0.0215,3808.0,4060.0,4060.0,3808.0,3987.0,3842.0,3856.0,26.5335,0.0464,24.6385,28.8118,28.8118,24.6385,27.5872,25.8077,26.3316,0.4044,0.5691,0.0027,1.0,0.7237,0.0958,0.5661,0.2014,0.4122,0.0897,0.6194,0.0024,0.3003,0.1698,0.03,0.1202,0.0451,0.0794,15.1662,0.2955,97.9389,0.0733,98.0,89.0,107.0,0.9361,0.2039,0.8552,0.0372,12.5806,0.2763,98.048,0.0764,98.0,89.0,107.0,0.3618,0.39,0.8468,0.0367,0.3289,0.5905,10.220839,4.030235,-0.0,35.57325,-0.0,4.4082947,33.794613,-0.0,-7.087806e-05,-0.0,40.96958,11.304664,-0.0,-5.808302e-05,33.289665,29.782415
SAT11/random/medium/unif-k7-r89-v50-c4450-S1496316430-079.SATISFIABLE.cnf,1.0,50.0,4450.0,50.0,4450.0,0.0,0.0,0.0112,0.3158,0.6865,0.1429,1.0,1.0161,0.14,0.0,0.14,0.14,0.0,0.0,0.0,0.0,0.14,0.0397,0.1265,0.1524,3.6138,0.0333,0.0224,0.0015,0.0971,2.0206,0.009,0.1289,0.0067,0.0117,2.8047,0.0645,0.011,0.0,0.011,0.011,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4617.0,0.0,4617.0,4617.0,4617.0,4617.0,4617.0,4617.0,4617.0,19.9324,0.0,19.9324,19.9324,19.9324,19.9324,19.9324,19.9324,19.9324,0.0673,0.6525,0.0039,0.1873,0.136,0.012,0.0952,0.0297,0.0643,0.0001,0.388,0.0,0.0002,0.0001,0.0,0.0001,0.0,0.0001,6.6889,0.3051,8.941,0.2332,9.0,6.0,12.0,2.2148,0.3355,0.8933,0.113,6.1948,0.3027,8.8934,0.231,9.0,6.0,12.0,1.9648,0.4296,0.8744,0.1181,0.703,0.7721,1.0239519,0.42490786,-1.2723313e-05,4.763506,-0.0,0.24880692,4.1396904,-0.055243887,-0.16135272,-0.032942828,5.083961,1.492172,-0.15722743,-0.16348724,4.0581803,3.5992455
SAT11/random/large/unif-k5-r20-v750-c15000-S888530894-020-UNKNOWN.cnf,1.0,750.0,15000.0,750.0,15000.0,0.0,0.0,0.05,0.3777,0.6482,0.2,1.0,0.8363,0.0067,0.0,0.0067,0.0067,0.0,0.0,0.0,0.0,0.0067,0.0991,0.0049,0.0087,3.6787,0.077,0.0584,0.0,0.3176,2.9757,0.0013,0.2228,0.0006,0.0022,2.8415,0.1909,0.0207,0.0772,0.0157,0.0257,0.0166,0.0613,0.0125,0.0203,4.1387,0.0228,0.1161,0.0164,0.0364,0.4627,3.0,0.0,3.0,3.0,0.0,65.9326,0.2707,43.0,137.0,91.0,50.0,73.0,54.0,60.0,51.1723,0.0689,42.434,62.54,55.3051,46.4795,53.2632,49.2778,51.3788,0.1631,0.6951,0.0002,0.5643,0.3312,0.0283,0.2376,0.0708,0.1382,0.0027,0.6395,0.0003,0.0134,0.0051,0.001,0.0035,0.0014,0.0022,41.7973,0.1629,143.892,0.0807,144.0,132.0,157.0,1.0891,0.2199,0.8578,0.0355,35.734,0.2055,144.003,0.0844,144.0,133.0,157.0,0.4375,0.5023,0.8458,0.0439,0.4848,0.5987,19.762774,9.792443,-0.0,6.514431,-0.0,-1.1039847e-05,1.2732472,-0.0002652094,-0.0,11.609104,-0.005314194,7.8639584,-0.0,7.834648,20.260399,9.001518
SAT11/random/large/unif-k5-r20-v1500-c30000-S377999798-061-UNKNOWN.cnf,1.0,1500.0,30000.0,1500.0,30000.0,0.0,0.0,0.05,0.3749,0.6463,0.2,1.0,0.8285,0.0033,0.0,0.0033,0.0033,0.0,0.0,0.0,0.0,0.0033,0.1019,0.002,0.0046,3.718,0.0785,0.0593,0.0,0.3261,3.0011,0.0006,0.2362,0.0002,0.0012,2.8851,0.187,0.0117,0.0902,0.0076,0.0151,?,?,?,?,?,?,?,?,?,?,3.0,0.0,3.0,3.0,0.0,25.2906,0.262,15.0,49.0,33.0,18.0,28.0,21.0,24.0,68.1145,0.1165,46.3333,92.125,77.7895,57.3793,73.381,62.35,68.8,0.1654,0.6889,0.0002,0.5637,0.3255,0.0264,0.2409,0.0737,0.1497,0.0027,0.727,0.0002,0.0313,0.005,0.001,0.0035,0.0015,0.0022,84.7374,0.787,286.293,0.0867,287.0,269.0,308.0,0.9687,0.2384,0.8506,0.0752,64.3387,0.1369,288.234,0.0536,290.0,267.0,307.0,0.2825,0.4108,0.8416,0.0214,0.4686,0.5585,48.363796,23.786081,-0.0,15.6617775,-0.0,-0.0,3.903877,-0.0,-0.0,27.920443,-0.0,18.892237,-0.0,19.089664,49.09123,22.384863
SAT11/random/medium/unif-k3-r4.26-v350-c1491-S648064606-012.UNKNOWN.cnf,1.0,350.0,1491.0,344.0,1483.0,0.0174,0.0054,0.232,0.5004,0.5772,0.0,1.0,0.6795,0.0088,0.0578,0.0087,0.0116,0.1406,0.0,0.0,0.9683,0.0088,0.2831,0.004,0.0223,2.6435,0.2207,0.1629,0.0,0.7647,3.318,0.0046,0.3916,0.0007,0.0128,2.3214,0.5233,0.0171,0.2766,0.0074,0.0432,0.0134,0.2394,0.0054,0.0303,2.9352,0.111,0.243,0.0512,0.3111,2.3282,4.0,0.0,4.0,4.0,0.0,3980.2857,0.017,3882.0,4090.0,4090.0,3882.0,4036.0,3908.0,3975.0,21.9233,0.0523,20.8622,23.889,23.889,20.8622,23.4443,21.102,21.176,0.3781,0.5749,0.0004,0.9226,0.6861,0.0894,0.5321,0.2096,0.3795,0.084,0.6645,0.0064,0.2658,0.1641,0.0264,0.1085,0.0418,0.071,14.3403,0.2638,76.1915,0.0847,76.0,68.0,84.0,0.9907,0.2037,0.8596,0.0425,11.7939,0.2544,76.3169,0.0863,76.0,68.0,85.0,0.4075,0.3938,0.8476,0.0406,0.3385,0.6121,9.339969,3.7384295,-0.0,31.798536,-0.0,3.7785256,29.782393,-0.0,-0.00054678053,-0.0,36.14222,9.945179,-0.0,-0.00038918023,29.624598,26.28647
SAT11/random/medium/unif-k3-r4.26-v400-c1704-S1409021001-079.UNKNOWN.cnf,1.0,400.0,1704.0,388.0,1692.0,0.0309,0.0071,0.2293,0.4884,0.5968,0.0,1.0,0.7374,0.0078,0.0669,0.0077,0.0129,0.1754,0.0,0.0,0.9586,0.0078,0.2917,0.0035,0.0148,2.708,0.23,0.1753,0.0,1.0,3.329,0.004,0.386,0.0006,0.0089,2.3285,0.5106,0.0153,0.2846,0.0065,0.029,0.0119,0.2412,0.0041,0.0254,2.9784,0.1084,0.2537,0.0518,0.25,2.3342,4.0,0.0,4.0,4.0,0.0,3951.5714,0.0208,3850.0,4097.0,4097.0,3850.0,4027.0,3884.0,3915.0,23.9186,0.0859,21.3637,27.6458,27.6458,21.3637,25.9183,21.891,23.414,0.3899,0.6049,0.006,1.0,0.7142,0.0741,0.573,0.1789,0.3917,0.0884,0.6595,0.0014,0.3056,0.171,0.0242,0.118,0.0449,0.0748,15.2153,0.2569,86.1168,0.0806,86.0,77.0,95.0,0.9819,0.1959,0.8597,0.0389,12.3499,0.2605,86.1207,0.0789,86.0,78.0,95.0,0.3855,0.3878,0.8478,0.038,0.3286,0.5757,10.861996,4.2543755,-0.0,38.03573,-0.0,4.797325,36.285145,-0.0,-1.36214385e-05,-0.0,44.076065,12.098977,-0.0,-1.7707476e-05,35.755287,32.044353
SAT11/random/large/unif-k3-r4.2-v35000-c147000-S448503257-098-UNKNOWN.cnf,1.0,34999.0,147000.0,34114.0,146049.0,0.0259,0.0065,0.2336,0.4933,0.588,0.0,1.0,0.7106,0.0001,0.064,0.0001,0.0002,0.1581,0.0,0.0,0.9647,0.0001,0.2898,0.0,0.0003,2.7159,0.228,0.1703,0.0,1.0,3.3754,0.0,0.3978,0.0,0.0002,2.3259,0.4922,0.0002,0.2935,0.0,0.0006,0.0001,0.2441,0.0,0.0004,2.9659,0.102,0.2431,0.0377,0.4,2.2461,5.9333,0.042,5.0,6.0,0.2449,4.4286,0.5613,1.0,17.0,7.0,2.0,6.0,3.0,4.0,91.2944,0.3373,36.3333,237.5,127.6667,61.1818,106.0,67.3333,86.8,0.3936,0.577,0.0,1.0,0.7065,0.0876,0.568,0.206,0.3865,0.0923,0.6604,0.0008,0.7874,0.1757,0.0279,0.1241,0.0469,0.0787,4230.5,1.115,3683.0,1.4142,3683.0,0.0,0.0,1.5979,1.0234,1.2827,0.4943,806.5,0.0488,7434.75,0.0153,7407.5,7338.0,7458.0,0.1788,0.0805,0.8384,0.0039,0.2289,0.251,493.1653,210.06923,-0.0,1867.9725,-0.0,303.70285,1871.052,-0.0,-0.0,-0.0,2293.3372,617.2166,-0.0,-0.0,1804.1073,1663.2266
SAT11/random/medium/unif-k5-r21.3-v150-c3195-S1847541883-049.UNKNOWN.cnf,1.0,150.0,3195.0,150.0,3195.0,0.0,0.0,0.0469,0.3777,0.6406,0.2,1.0,0.8319,0.0333,0.0,0.0333,0.0333,0.0,0.0,0.0,0.0,0.0333,0.0938,0.0272,0.0413,3.5539,0.0723,0.0562,0.0,0.3271,2.8356,0.0063,0.2199,0.0019,0.0122,2.7989,0.1881,0.044,0.0234,0.0416,0.0463,0.0812,0.0567,0.0648,0.0983,4.0929,0.0806,0.0657,0.0626,0.1018,0.9293,2.9933,0.0273,2.0,3.0,0.0403,4154.8571,0.0251,4060.0,4371.0,4371.0,4060.0,4241.0,4086.0,4091.0,31.8604,0.0452,30.0653,34.5754,34.5754,30.0653,33.2028,30.5269,31.5535,0.1507,0.7066,0.0042,0.5614,0.2942,0.0278,0.2162,0.0633,0.1362,0.0017,0.5974,0.0003,0.0049,0.0032,0.0006,0.0023,0.0008,0.0015,12.6523,0.2429,29.6801,0.1419,30.0,24.0,35.0,1.4803,0.2419,0.8669,0.0674,11.6561,0.2833,29.7281,0.1411,30.0,24.0,35.0,1.0146,0.4263,0.8567,0.0679,0.5428,0.6939,2.2764997,0.8117975,-1.6361798e-07,6.368802,-0.0,0.078164466,4.6617446,-0.019107938,-0.16487874,-0.053954855,5.8809614,1.3610115,-0.05101412,-0.15163241,5.6629443,4.327421
SAT11/random/medium/unif-k7-r89-v60-c5340-S2117313371-002.UNKNOWN.cnf,1.0,60.0,5340.0,60.0,5340.0,0.0,0.0,0.0112,0.3097,0.6787,0.1429,1.0,0.9932,0.1167,0.0,0.1167,0.1167,0.0,0.0,0.0,0.0,0.1167,0.0381,0.1054,0.126,3.6436,0.0296,0.0218,0.0016,0.1038,1.9565,0.0068,0.1535,0.0043,0.0105,2.8507,0.0584,0.011,0.0,0.011,0.011,?,?,?,?,?,?,?,?,?,?,2.0,0.0,2.0,2.0,0.0,4490.2,0.0128,4430.0,4591.0,4591.0,4430.0,4513.0,4447.0,4470.0,22.6768,0.0051,22.4842,22.8464,22.8464,22.4842,22.685,22.6836,22.6849,0.0599,0.7138,0.003,0.1992,0.1181,0.0066,0.0951,0.0308,0.0492,0.0001,0.3957,0.0,0.0002,0.0001,0.0,0.0001,0.0,0.0001,7.9535,0.2689,10.4493,0.2166,10.0,8.0,13.0,2.1215,0.3179,0.8878,0.1047,7.529,0.2794,10.4481,0.2185,10.0,8.0,13.0,1.8793,0.4223,0.8762,0.1077,0.6873,0.7615,1.0504206,0.42985258,-1.2073467e-05,4.789081,-0.0,0.2413815,4.1376476,-0.054931555,-0.1614288,-0.033525877,5.088285,1.4862455,-0.15611975,-0.16318163,4.0821567,3.6023536
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S1449708927-022.UNKNOWN.cnf,1.0,50.0,1065.0,50.0,1065.0,0.0,0.0,0.0469,0.3728,0.6504,0.2,1.0,0.8253,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.1075,0.0789,0.1315,3.3538,0.0588,0.0526,0.0,0.24,2.5044,0.019,0.224,0.0094,0.0282,2.7163,0.1897,0.046,0.0,0.046,0.046,0.2315,0.0556,0.1934,0.2704,3.9923,0.2209,0.0339,0.201,0.2461,1.2006,2.0,0.0,2.0,2.0,0.0,4535.3333,0.0073,4487.0,4573.0,4573.0,4487.0,4571.0,4499.0,4549.0,13.6263,0.0074,13.4763,13.762,13.762,13.4763,13.7055,13.534,13.691,0.1232,0.8378,0.0,0.4553,0.241,0.0269,0.1832,0.048,0.0967,0.0016,0.6415,0.0001,0.0046,0.0031,0.0006,0.0022,0.0009,0.0014,5.8597,0.3347,10.3885,0.2212,10.0,8.0,13.0,1.857,0.2995,0.8904,0.1108,5.0716,0.3478,10.3603,0.2177,10.0,8.0,13.0,1.5045,0.4175,0.8643,0.1124,0.6176,0.7311,1.3253729,0.52381736,-1.6064182e-07,5.6245503,-0.0,0.34351185,4.977571,-0.028965198,-0.16785337,-0.0118272025,6.0863495,1.8128785,-0.13433586,-0.16904342,4.8817225,4.3331223
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S1563258922-027.SATISFIABLE.cnf,1.0,500.0,2130.0,488.0,2119.0,0.0246,0.0052,0.2303,0.4984,0.5901,0.0,1.0,0.7024,0.0062,0.061,0.0061,0.0102,0.1508,0.0,0.0,0.966,0.0062,0.2919,0.0024,0.0137,2.7162,0.2257,0.162,0.0,0.7333,3.367,0.0031,0.3948,0.0,0.008,2.3389,0.495,0.0123,0.2891,0.0047,0.0269,0.0094,0.2426,0.0038,0.0193,2.9641,0.1067,0.2459,0.0551,0.25,2.299,4.0,0.0,4.0,4.0,0.0,3872.5714,0.0235,3787.0,4016.0,4016.0,3787.0,4011.0,3800.0,3840.0,28.672,0.0768,26.0716,32.7991,32.7991,26.0716,30.8083,26.8442,28.4405,0.3883,0.5706,0.0034,0.8902,0.6893,0.0887,0.5616,0.199,0.3998,0.0844,0.6411,0.0029,0.3072,0.1598,0.0273,0.1143,0.0448,0.0729,19.7974,0.2428,107.435,0.0714,107.0,98.0,118.0,0.9317,0.2051,0.8566,0.0364,15.9533,0.2257,107.254,0.0701,107.0,98.0,117.0,0.3388,0.3808,0.8425,0.0339,0.3197,0.5444,11.224196,4.3950562,-0.0,39.750443,-0.0,5.1374397,38.17974,-0.0,-4.133583e-06,-0.0,46.38166,12.762172,-0.0,-6.1629507e-06,37.441032,33.697083
SAT11/random/large/unif-k3-r4.2-v20000-c84000-S921718479-079-UNKNOWN.cnf,1.0,20000.0,84000.0,19513.0,83511.0,0.025,0.0059,0.2337,0.4945,0.5875,0.0,1.0,0.7057,0.0002,0.0628,0.0002,0.0003,0.1553,0.0,0.0,0.9652,0.0002,0.2888,0.0,0.0004,2.7133,0.2265,0.1712,0.0,1.0,3.3605,0.0001,0.397,0.0,0.0003,2.3288,0.4945,0.0003,0.2923,0.0,0.0008,0.0002,0.2436,0.0001,0.0006,2.9636,0.1021,0.2436,0.04,0.3333,2.2452,5.2321,0.0807,5.0,6.0,0.5419,8.3564,0.4209,3.0,23.0,12.0,5.0,10.0,5.0,8.0,69.6222,0.2952,39.375,137.4,97.2,48.2857,79.6,52.8,66.5556,0.3912,0.583,0.0001,1.0,0.705,0.0836,0.5641,0.2021,0.3827,0.092,0.6614,0.0012,0.7567,0.1743,0.0278,0.1232,0.0472,0.0793,1787.0,1.5295,3383.4,0.5591,4216.0,0.0,4252.0,1.157,1.1575,1.2594,0.7341,386.286,0.0398,4273.0,0.004,4266.0,4255.0,4294.0,0.104,0.0992,0.8324,0.0045,0.2351,0.2772,280.80884,119.566414,-0.0,1063.4707,-0.0,172.66138,1064.9016,-0.0,-0.0,-0.0,1305.2892,351.34637,-0.0,-0.0,1026.9886,946.646
SAT11/random/medium/unif-k5-r21.3-v175-c3727-S110935064-075.SATISFIABLE.cnf,1.0,175.0,3727.0,175.0,3727.0,0.0,0.0,0.047,0.3747,0.6507,0.2,1.0,0.8303,0.0286,0.0,0.0286,0.0286,0.0,0.0,0.0,0.0,0.0286,0.0946,0.0212,0.0368,3.5655,0.079,0.0655,0.0,0.3125,2.9478,0.0053,0.2245,0.0027,0.0089,2.8519,0.1865,0.0428,0.0317,0.0384,0.0459,0.0697,0.0616,0.0558,0.0853,4.1772,0.0702,0.0726,0.0542,0.09,0.8844,3.0,0.0,3.0,3.0,0.0,4109.8571,0.0263,4004.0,4287.0,4287.0,4004.0,4263.0,4014.0,4081.0,35.5667,0.0316,34.3941,37.2123,37.2123,34.3941,37.049,34.4151,35.5302,0.1637,0.7437,0.0015,0.5552,0.346,0.0356,0.2366,0.0628,0.1342,0.0018,0.6433,0.0002,0.0061,0.0035,0.0006,0.0023,0.0011,0.0015,13.868,0.2674,34.6527,0.1328,34.0,29.0,41.0,1.4494,0.2322,0.8654,0.0631,12.5384,0.252,34.5472,0.1324,34.0,29.0,41.0,0.9441,0.4294,0.8546,0.0613,0.5321,0.6862,3.043107,1.1007175,-0.0,7.430329,-0.0,0.007933614,5.106646,-0.0063343113,-0.16866867,-0.07635777,6.5211854,1.3587996,-0.013934866,-0.13789392,6.849524,4.9653335
SAT11/random/medium/unif-k5-r21.3-v50-c1065-S505037856-056.UNKNOWN.cnf,1.0,50.0,1065.0,50.0,1065.0,0.0,0.0,0.0469,0.369,0.6491,0.2,1.0,0.815,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.1,0.0946,0.0808,0.1268,3.2879,0.0809,0.0607,0.0,0.2326,2.751,0.0182,0.2328,0.0085,0.0282,2.7114,0.1822,0.046,0.0,0.046,0.046,0.2302,0.0582,0.1878,0.2723,4.0394,0.2199,0.035,0.1977,0.2459,1.2348,2.0,0.0,2.0,2.0,0.0,4541.8333,0.0086,4484.0,4584.0,4584.0,4484.0,4575.0,4496.0,4571.0,13.669,0.0114,13.4584,13.9167,13.9167,13.4584,13.7613,13.4931,13.7027,0.1656,0.69,0.0009,0.4419,0.3327,0.0288,0.2506,0.0784,0.1658,0.0018,0.6154,0.0003,0.0058,0.0031,0.0007,0.0022,0.0011,0.0015,5.645,0.3354,10.3731,0.2188,10.0,8.0,13.0,1.8663,0.3029,0.8912,0.1088,4.8336,0.3511,10.4027,0.2178,10.0,8.0,13.0,1.5118,0.4242,0.8661,0.1116,0.6178,0.7371,1.2752018,0.50692976,-4.6956785e-07,5.4826016,-0.0,0.3274966,4.840086,-0.032493424,-0.16702749,-0.014155335,5.921855,1.7617924,-0.13847218,-0.16851611,4.745558,4.212354
SAT11/random/medium/unif-k3-r4.26-v500-c2130-S670753028-051.UNKNOWN.cnf,1.0,500.0,2130.0,489.0,2119.0,0.0225,0.0052,0.2308,0.4955,0.5865,0.0,1.0,0.7078,0.0062,0.0625,0.0061,0.0102,0.1571,0.0,0.0,0.9641,0.0062,0.2865,0.0024,0.0132,2.7008,0.2282,0.1717,0.0,1.0,3.3238,0.003,0.3938,0.0,0.0076,2.3207,0.4922,0.0122,0.2806,0.0047,0.0264,0.0094,0.2466,0.0028,0.0222,2.9616,0.1075,0.2463,0.0434,0.2857,2.3083,4.0,0.0,4.0,4.0,0.0,3863.7143,0.0227,3731.0,3998.0,3998.0,3731.0,3960.0,3786.0,3865.0,27.95,0.0502,25.9893,30.5275,30.5275,25.9893,28.998,26.6091,27.9488,0.3937,0.5923,0.0011,1.0,0.7174,0.0776,0.5788,0.2054,0.3923,0.0908,0.6785,0.0062,0.3267,0.1805,0.0248,0.1221,0.0459,0.0737,18.6693,0.2464,107.807,0.0726,108.0,98.0,118.0,0.9501,0.1976,0.8589,0.0357,14.9225,0.2406,107.85,0.0718,108.0,98.0,118.0,0.3405,0.3814,0.846,0.0336,0.3179,0.5457,11.818935,4.6350026,-0.0,42.17356,-0.0,5.572824,40.689,-0.0,-6.156365e-07,-0.0,49.524525,13.573171,-0.0,-1.4863681e-06,39.88301,35.97733
