@RELATION COSTS

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE Pre NUMERIC
@ATTRIBUTE Basic NUMERIC
@ATTRIBUTE KLB NUMERIC
@ATTRIBUTE CG NUMERIC
@ATTRIBUTE DIAMETER NUMERIC
@ATTRIBUTE cl NUMERIC
@ATTRIBUTE sp NUMERIC
@ATTRIBUTE ls_saps NUMERIC
@ATTRIBUTE ls_gsat NUMERIC
@ATTRIBUTE lobjois NUMERIC
@ATTRIBUTE lp NUMERIC
@ATTRIBUTE unit NUMERIC
@ATTRIBUTE GNN_c6 NUMERIC
@ATTRIBUTE GNN_c14 NUMERIC
@ATTRIBUTE GNN_c29 NUMERIC

@DATA
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3708.cnf,1.0,1.77,0.03,0.82,60.02,2.01,2.0,2.25,2.13,2.31,2.0,98.88,0.17,0.0282297134399414,0.00398850440979,0.0238604545593261
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3632.cnf,1.0,0.48,0.0,0.01,26.48,0.64,0.05,0.3,2.21,2.48,2.0,60.95,0.26,0.0075993537902832,0.0021049976348876,0.0062277317047119
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc835.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3486.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3870.cnf,1.0,2.25,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3782.cnf,1.0,0.35,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1072.cnf,1.0,0.13,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.458427429199219e-05,4.38690185546875e-05,4.410743713378906e-05
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1061.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc1091.cnf,1.0,2.2,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/xinetd_vc56687.cnf,1.0,0.3,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5322.cnf,1.0,0.25,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3899.cnf,1.0,2.55,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3827.cnf,1.0,3.01,0.03,2.2,60.03,2.01,2.0,2.38,2.18,2.33,2.0,70.21,0.21,0.0551426410675048,0.0056648254394531,0.0459554195404052
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3739.cnf,1.0,1.94,0.04,2.57,60.05,2.01,2.01,2.49,2.21,2.34,2.0,66.26,0.04,0.0566053390502929,0.0053241252899169,0.0459847450256347
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3476.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9429.cnf,1.0,0.59,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3564.cnf,1.0,0.39,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9472.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9483.cnf,1.0,0.07,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3728.cnf,1.0,1.96,0.03,2.56,60.06,2.01,2.01,2.47,2.2,2.36,2.01,65.9,0.19,0.0512847900390625,0.0053482055664062,0.0456254482269287
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1018.cnf,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.32,0.3,0.0,0.0,0.0039732456207275,0.0014429092407226,0.0032625198364257
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1107.cnf,1.0,2.39,0.04,1.56,60.03,2.01,2.0,2.41,2.2,2.29,2.0,65.35,0.95,0.0420367717742919,0.0052845478057861,0.0338771343231201
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3550.cnf,1.0,0.32,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/xinetd_vc56663.cnf,1.0,2.61,0.03,1.35,60.03,2.01,0.98,2.28,2.16,2.33,2.0,62.96,0.79,0.0377454757690429,0.0053122043609619,0.0317928791046142
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc1081.cnf,1.0,2.41,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5312.cnf,1.0,3.39,0.02,0.1,60.01,2.01,0.19,2.24,2.17,2.2,2.0,84.22,3.18,0.0129730701446533,0.0038444995880126,0.0124807357788085
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc176.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.410743713378906e-05,4.696846008300781e-05,4.482269287109375e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9419.cnf,1.0,0.61,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9408.cnf,1.0,0.09,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9579.cnf,1.0,1.06,0.0,0.0,9.39,0.22,0.01,0.11,2.16,2.28,2.0,60.3,0.24,0.0047888755798339,0.0023200511932373,0.004845380783081
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1216.cnf,1.0,4.63,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_dump_vc973.cnf,1.0,4.86,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3806.cnf,1.0,0.35,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1096.cnf,1.0,2.48,0.02,1.61,60.24,2.01,0.62,2.4,2.17,2.27,2.0,63.69,0.67,0.0379958152770996,0.0054371356964111,0.0310626029968261
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3803.cnf,1.0,0.35,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3496.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3704.cnf,1.0,1.4,0.01,0.19,60.01,2.01,0.16,2.11,2.13,2.28,2.0,47.14,0.38,0.0150206089019775,0.0032358169555664,0.0137901306152343
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3963.cnf,1.0,0.42,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9405.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1052.cnf,1.0,4.99,0.04,3.92,60.04,2.01,2.01,2.57,2.27,2.39,2.0,63.83,1.03,0.0825433731079101,0.0083327293395996,0.0655210018157959
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3540.cnf,1.0,0.37,0.01,0.01,1.22,0.41,0.02,0.29,2.13,2.54,2.0,60.36,0.36,0.0053505897521972,0.0015392303466796,0.0047042369842529
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1071.cnf,1.0,0.13,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.696846008300781e-05,4.673004150390625e-05,5.054473876953125e-05
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc988.cnf,1.0,2.54,0.03,1.6,60.03,2.01,1.99,2.43,2.18,2.32,2.0,63.44,1.36,0.0383052825927734,0.0054187774658203,0.0313453674316406
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5332.cnf,1.0,3.36,0.02,0.15,60.51,2.01,0.24,2.34,2.16,2.22,2.0,110.64,2.56,0.0163497924804687,0.0046832561492919,0.0126197338104248
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3738.cnf,1.0,1.97,0.03,2.56,60.15,2.01,2.0,2.47,2.21,2.32,2.0,67.04,0.2,0.051194429397583,0.0056135654449462,0.0450127124786376
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9439.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3475.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1028.cnf,1.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.33,0.31,0.0,0.0,0.0039610862731933,0.0014641284942626,0.0046765804290771
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5527.cnf,1.0,3.07,0.02,0.11,60.2,2.01,0.18,2.21,2.1,2.2,2.0,74.33,1.12,0.0130901336669921,0.0034945011138916,0.0126953125
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3472.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3724.cnf,1.0,2.47,0.01,0.19,60.14,2.01,0.19,2.07,2.14,2.31,2.0,71.87,0.36,0.0121772289276123,0.0031847953796386,0.0106008052825927
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc964.cnf,1.0,2.34,0.04,1.46,60.09,2.01,1.29,2.35,2.18,2.28,2.0,63.8,1.52,0.0337684154510498,0.0053892135620117,0.0290136337280273
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1138.cnf,1.0,5.87,0.06,5.85,61.06,2.01,2.0,2.66,2.34,2.39,2.01,62.32,0.76,0.095820665359497,0.0103733539581298,0.0859005451202392
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc2351.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.649162292480469e-05,0.0001111030578613,4.7206878662109375e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3802.cnf,1.0,0.36,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1092.cnf,1.0,2.42,0.03,1.6,60.31,2.01,0.66,2.42,2.19,2.3,2.01,63.11,0.66,0.0379035472869873,0.0054688453674316,0.0313146114349365
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9404.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1049.cnf,1.0,2.64,0.02,1.93,60.3,2.01,2.0,2.4,2.2,2.26,2.0,63.04,0.95,0.0457589626312255,0.0058498382568359,0.0401959419250488
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9401.cnf,1.0,0.61,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3755.cnf,1.0,1.96,0.04,2.55,60.05,2.01,2.0,2.48,2.22,2.37,2.0,66.23,0.04,0.0561029911041259,0.005354881286621,0.045259952545166
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3667.cnf,1.0,0.78,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3492.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc984.cnf,1.0,2.49,0.02,1.58,60.29,2.01,0.65,2.41,2.18,2.33,2.0,63.46,0.96,0.0423264503479003,0.0054206848144531,0.0343577861785888
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1038.cnf,1.0,0.09,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.7220458984375e-05,4.76837158203125e-05,5.650520324707031e-05
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1202.cnf,1.0,0.46,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1024.cnf,1.0,0.05,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.435943603515625e-05,0.0001041889190673,8.606910705566406e-05
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1116.cnf,1.0,2.44,0.04,1.53,60.25,2.01,0.46,2.43,2.18,2.27,2.0,63.74,0.96,0.0390455722808837,0.0053088665008544,0.0334522724151611
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc459.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.221366882324219e-05,0.0001230239868164,5.7220458984375e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9435.cnf,1.0,0.09,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3646.cnf,1.0,0.6,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3570.cnf,1.0,0.4,0.0,0.04,42.82,2.01,0.06,0.67,2.17,2.33,2.0,62.26,0.46,0.0089828968048095,0.0023984909057617,0.0090987682342529
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3471.cnf,1.0,0.02,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.698204040527344e-05,4.792213439941406e-05,4.649162292480469e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3482.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3734.cnf,1.0,1.95,0.04,2.54,60.12,2.01,2.0,2.46,2.22,2.36,2.0,66.16,0.2,0.0564634799957275,0.0055761337280273,0.0486361980438232
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1028.cnf,1.0,2.53,0.04,1.7,60.04,2.01,0.58,2.53,2.21,2.34,2.0,63.24,0.96,0.0423226356506347,0.0055975914001464,0.0360262393951416
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc951.cnf,1.0,4.74,0.05,3.41,61.3,2.01,2.01,2.48,2.26,2.29,2.0,64.66,0.58,0.0689303874969482,0.0083758831024169,0.0611686706542968
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3731.cnf,1.0,1.97,0.04,2.55,60.15,2.01,1.99,2.49,2.21,2.31,2.01,66.57,0.21,0.0564110279083251,0.0054187774658203,0.0457396507263183
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1113.cnf,1.0,2.43,0.03,1.52,60.27,2.01,2.0,2.38,2.18,2.29,2.0,63.78,0.94,0.0399367809295654,0.0052719116210937,0.0341012477874755
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc965.cnf,1.0,0.35,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9414.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1014.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.363059997558594e-05,9.012222290039062e-05,4.482269287109375e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9425.cnf,1.0,0.89,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1321.cnf,1.0,6.24,0.05,4.2,60.65,2.02,2.0,2.76,2.3,2.34,2.0,62.5,3.34,0.0858268737792968,0.0086996555328369,0.0718586444854736
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1102.cnf,1.0,0.03,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.269050598144531e-05,4.744529724121094e-05,0.0001070499420166
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3506.cnf,1.0,0.17,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.744529724121094e-05,4.7206878662109375e-05,4.7206878662109375e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9400.cnf,1.0,0.6,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3578.cnf,1.0,0.43,0.01,0.03,42.93,2.01,0.08,0.67,2.13,2.38,2.0,61.57,0.48,0.0069911479949951,0.0024216175079345,0.005974531173706
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3765.cnf,1.0,0.33,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3710.cnf,1.0,1.77,0.01,0.19,60.08,2.01,0.17,2.11,2.1,2.38,2.0,71.51,0.36,0.0115892887115478,0.003016710281372,0.0104889869689941
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc994.cnf,1.0,2.63,0.03,1.66,60.22,2.01,0.43,2.5,2.21,2.24,2.0,63.55,0.95,0.0419750213623046,0.0054860115051269,0.0361597537994384
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1329.cnf,1.0,6.13,0.07,6.03,60.91,2.01,2.0,2.72,2.32,2.38,2.0,62.06,1.51,0.0983035564422607,0.0107979774475097,0.087641954421997
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3905.cnf,1.0,2.51,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3741.cnf,1.0,1.96,0.03,2.54,60.1,2.01,2.01,2.45,2.2,2.31,2.0,66.41,0.03,0.0631594657897949,0.0054056644439697,0.0488417148590087
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3730.cnf,1.0,1.97,0.04,2.55,60.13,2.01,2.0,2.47,2.21,2.32,2.0,66.99,0.2,0.0567996501922607,0.0054540634155273,0.046119213104248
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3843.cnf,1.0,3.01,0.03,2.22,60.07,2.01,2.0,2.39,2.18,2.39,2.0,69.17,0.25,0.0541896820068359,0.005857229232788,0.04447603225708
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3481.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3744.cnf,1.0,2.19,0.03,3.33,60.1,2.01,2.0,2.59,2.24,2.31,2.02,63.97,0.21,0.0661911964416503,0.0058529376983642,0.0540449619293212
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1034.cnf,1.0,0.09,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.76837158203125e-05,4.863739013671875e-05,4.673004150390625e-05
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1038.cnf,1.0,0.22,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9445.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3642.cnf,1.0,0.63,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc991.cnf,1.0,2.53,0.04,1.63,60.29,2.01,0.56,2.46,2.21,2.27,2.0,63.54,0.78,0.0413548946380615,0.0055909156799316,0.0360646247863769
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3598.cnf,1.0,0.49,0.0,0.04,60.05,2.01,0.09,0.69,2.11,2.39,2.0,62.47,0.37,0.0075459480285644,0.0016641616821289,0.0059075355529785
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winedump_vc5533.cnf,1.0,3.06,0.02,0.1,60.46,2.01,0.18,2.23,2.11,2.16,2.0,75.3,1.39,0.0138454437255859,0.0035486221313476,0.0197064876556396
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1112.cnf,1.0,2.31,0.03,1.53,60.18,2.01,2.01,2.35,2.17,2.28,2.0,63.35,0.93,0.0350744724273681,0.0053863525390625,0.0300021171569824
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1024.cnf,1.0,0.23,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9431.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3939.cnf,1.0,3.37,0.02,2.33,60.11,2.01,2.0,2.46,2.19,2.37,2.0,67.98,0.23,0.0564100742340087,0.0055103302001953,0.0456712245941162
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9595.cnf,1.0,0.79,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1013.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.650520324707031e-05,4.863739013671875e-05,8.606910705566406e-05
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1130.cnf,1.0,5.84,0.05,5.75,61.15,2.01,2.01,2.66,2.35,2.37,2.01,61.97,0.36,0.0956015586853027,0.0104038715362548,0.0926494598388671
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc879.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.649162292480469e-05,8.58306884765625e-05,4.696846008300781e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3673.cnf,1.0,0.78,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9410.cnf,1.0,0.6,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3936.cnf,1.0,3.35,0.04,2.32,60.02,2.01,2.0,2.47,2.2,2.38,2.0,68.31,0.4,0.0562798976898193,0.0055103302001953,0.0466449260711669
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3574.cnf,1.0,0.45,0.0,0.04,42.85,2.01,0.08,0.67,2.12,2.35,2.0,61.99,0.47,0.0087730884552001,0.0018320083618164,0.010190725326538
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3720.cnf,1.0,1.81,0.01,0.18,60.11,2.01,0.18,2.06,2.12,2.29,2.0,71.63,0.38,0.0119752883911132,0.0031113624572753,0.0107133388519287
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3676.cnf,1.0,0.86,0.01,0.09,60.01,2.01,0.1,1.22,2.13,2.39,2.0,65.43,0.45,0.0126667022705078,0.0028221607208251,0.012794017791748
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3502.cnf,1.0,0.02,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc893.cnf,1.0,4.56,0.04,3.46,60.02,2.01,2.0,2.67,2.23,2.29,2.0,64.14,0.6,0.0760798454284668,0.0080337524414062,0.059305191040039
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3740.cnf,1.0,1.98,0.04,2.57,60.06,2.01,1.99,2.5,2.23,2.33,2.0,65.86,0.2,0.0516128540039062,0.0053651332855224,0.0455963611602783
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc3652.cnf,1.0,0.59,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/XINETD_v2.3.14__v1.1/itox_vc1076.cnf,1.0,4.69,0.04,3.58,61.5,2.02,2.0,2.47,2.25,2.31,2.0,64.76,1.95,0.072986364364624,0.0084054470062255,0.0617878437042236
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1044.cnf,1.0,0.05,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,4.601478576660156e-05,4.76837158203125e-05,4.696846008300781e-05
instances/Sat_Data/bench/SW-verification/HSAT/hsat_vc169.cnf,1.0,0.0,0.0,0.0,0.0,?,?,?,?,?,?,0.0,?,5.817413330078125e-05,4.9591064453125e-05,4.8160552978515625e-05
instances/Sat_Data/bench/SW-verification/DSPAM_v3.6.5__v1.1/dspam_vc9441.cnf,1.0,0.08,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc1089.cnf,1.0,2.46,0.03,1.59,60.14,2.01,0.7,2.4,2.19,2.26,2.0,63.69,0.66,0.0546481609344482,0.026160717010498,0.0506463050842285
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1030.cnf,1.0,0.01,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/WINE_v0.9.27__v1.1/winegcc_vc980.cnf,1.0,2.48,0.04,1.54,60.15,2.01,2.0,2.36,2.17,2.32,2.0,63.44,0.93,0.034989595413208,0.0053911209106445,0.0300648212432861
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc889.cnf,1.0,0.0,?,?,?,?,?,?,?,?,?,0.0,?,0,0,0
instances/Sat_Data/bench/SW-verification/GZIP_v1.2.4__v1.1/gzip_vc1075.cnf,1.0,5.15,0.12,34.33,60.05,2.04,1.93,3.4,2.67,2.63,2.0,60.68,19.01,0.3575904369354248,0.0156774520874023,0.3248119354248047
